"Date","Price","Open","High","Low","Vol.","Change %"
"01/05/2025","0.225264","0.172323","0.259274","0.164343","49.73B","30.72%"
"01/04/2025","0.172324","0.166622","0.192817","0.130302","42.72B","3.42%"
"01/03/2025","0.166619","0.201867","0.242069","0.143525","49.91B","-17.46%"
"01/02/2025","0.201875","0.328824","0.332099","0.181705","61.39B","-38.61%"
"01/01/2025","0.328821","0.315956","0.433456","0.307073","80.38B","4.07%"
"01/12/2024","0.315964","0.421669","0.483816","0.264066","122.94B","-25.06%"
"01/11/2024","0.421638","0.161567","0.479759","0.142269","220.86B","160.95%"
"01/10/2024","0.161578","0.114316","0.179568","0.101238","72.27B","41.32%"
"01/09/2024","0.114332","0.101282","0.131880","0.089110","41.68B","12.89%"
"01/08/2024","0.101281","0.121921","0.123089","0.080549","57.25B","-16.93%"
"01/07/2024","0.121920","0.124428","0.143452","0.092635","57.70B","-2.02%"
"01/06/2024","0.124432","0.158970","0.165473","0.114298","38.18B","-21.74%"
"01/05/2024","0.158988","0.133360","0.174701","0.120207","76.69B","19.29%"
"01/04/2024","0.133274","0.220113","0.220113","0.129598","104.87B","-39.45%"
"01/03/2024","0.220106","0.117209","0.228015","0.117203","197.09B","87.78%"
"01/02/2024","0.117212","0.078756","0.134850","0.077376","61.53B","48.83%"
"01/01/2024","0.078755","0.089543","0.094339","0.074175","51.87B","-12.05%"
"01/12/2023","0.089544","0.083396","0.106783","0.082274","72.32B","7.38%"
"01/11/2023","0.083390","0.068279","0.087445","0.065872","85.64B","22.13%"
"01/10/2023","0.068279","0.062072","0.075095","0.057400","32.40B","10.00%"
"01/09/2023","0.062072","0.063756","0.064772","0.059406","23.08B","-2.64%"
"01/08/2023","0.063756","0.077830","0.078277","0.056911","36.90B","-18.08%"
"01/07/2023","0.077831","0.066492","0.083700","0.063728","53.88B","16.98%"
"01/06/2023","0.066535","0.071659","0.073299","0.055888","29.03B","-7.15%"
"01/05/2023","0.071661","0.079462","0.081456","0.068890","23.27B","-9.82%"
"01/04/2023","0.079462","0.076982","0.104060","0.075300","78.97B","3.22%"
"01/03/2023","0.076984","0.080809","0.082821","0.062686","41.93B","-4.71%"
"01/02/2023","0.080792","0.096109","0.099721","0.078583","42.96B","-15.93%"
"01/01/2023","0.096096","0.070169","0.097679","0.069075","55.04B","37.00%"
"01/12/2022","0.070144","0.106775","0.111584","0.066392","52.55B","-34.31%"
"01/11/2022","0.106775","0.126834","0.158237","0.070767","118.84B","-15.83%"
"01/10/2022","0.126858","0.061675","0.150228","0.055189","80.09B","105.68%"
"01/09/2022","0.061677","0.061329","0.068159","0.055954","32.44B","0.58%"
"01/08/2022","0.061323","0.068110","0.088242","0.060242","48.25B","-9.96%"
"01/07/2022","0.068106","0.066301","0.076849","0.057692","34.24B","2.69%"
"01/06/2022","0.066322","0.085831","0.089324","0.049239","57.00B","-22.70%"
"01/05/2022","0.085803","0.127440","0.137688","0.068584","53.92B","-32.68%"
"01/04/2022","0.127465","0.138077","0.179018","0.122725","90.41B","-7.70%"
"01/03/2022","0.138099","0.133470","0.153500","0.110102","30.26B","3.47%"
"01/02/2022","0.133469","0.141611","0.172657","0.107474","37.29B","-5.76%"
"01/01/2022","0.141632","0.170297","0.211988","0.120493","60.27B","-16.83%"
"01/12/2021","0.170297","0.214438","0.223029","0.133105","66.36B","-20.58%"
"01/11/2021","0.214425","0.279974","0.296603","0.190079","66.55B","-23.40%"
"01/10/2021","0.279928","0.204248","0.339122","0.201872","129.63B","37.04%"
"01/09/2021","0.204272","0.278230","0.319579","0.194212","57.45B","-26.58%"
"01/08/2021","0.278231","0.206723","0.347427","0.192766","118.42B","34.65%"
"01/07/2021","0.206627","0.253113","0.259426","0.088727","73.53B","-18.38%"
"01/06/2021","0.253155","0.323958","0.444100","0.164609","135.77B","-21.85%"
"01/05/2021","0.323951","0.336657","0.738255","0.217528","363.27B","-3.77%"
"01/04/2021","0.336635","0.053742","0.449889","0.053723","583.32B","526.37%"
"01/03/2021","0.053744","0.048134","0.063510","0.047762","126.81B","11.67%"
"01/02/2021","0.048129","0.036826","0.086356","0.029054","557.44B","30.64%"
"01/01/2021","0.036841","0.004666","0.072000","0.006000","658.03B","689.54%"
"01/12/2020","0.004666","0.003559","0.005463","0.003001","150.64B","31.39%"
"01/11/2020","0.003551","0.002569","0.004287","0.002453","95.62B","38.28%"
"01/10/2020","0.002568","0.002634","0.002905","0.002512","53.44B","-2.48%"
"01/09/2020","0.002634","0.003210","0.003286","0.002533","86.00B","-17.96%"
"01/08/2020","0.003210","0.003224","0.003839","0.003134","164.60B","-0.43%"
"01/07/2020","0.003224","0.002314","0.005425","0.002282","255.67B","39.32%"
"01/06/2020","0.002314","0.002573","0.002666","0.002277","101.30B","-10.07%"
"01/05/2020","0.002573","0.002460","0.002692","0.002277","522.97B","4.60%"
"01/04/2020","0.002460","0.001800","0.002689","0.001769","1,000.80B","36.68%"
"01/03/2020","0.001800","0.002216","0.002533","0.001291","570.61B","-18.77%"
"01/02/2020","0.002216","0.002381","0.022000","0.002216","63.57B","-6.94%"
"01/01/2020","0.002381","0.002015","0.184558","0.001855","54.27B","18.19%"
"01/12/2019","0.002015","0.002394","0.002824","0.001998","114.14B","-15.84%"
"01/11/2019","0.002394","0.002633","0.003221","0.001834","107.62B","-9.10%"
"01/10/2019","0.002633","0.002418","0.002890","0.002339","98.90B","8.92%"
"01/09/2019","0.002418","0.002681","0.003061","0.002142","80.36B","-9.75%"
"01/08/2019","0.002679","0.002897","0.003285","0.002427","68.31B","-7.54%"
"01/07/2019","0.002897","0.003279","0.004442","0.002734","89.83B","-11.65%"
"01/06/2019","0.003279","0.003401","0.003648","0.002853","106.93B","-3.44%"
"01/05/2019","0.003396","0.002510","0.003576","0.002466","113.89B","35.31%"
"01/04/2019","0.002510","0.002076","0.004162","0.002069","88.63B","20.90%"
"01/03/2019","0.002076","0.001927","0.002101","0.001900","10.74B","7.74%"
"01/02/2019","0.001927","0.001893","0.002123","0.001797","13.13B","1.80%"
"01/01/2019","0.001893","0.002327","0.002364","0.001834","15.67B","-18.66%"
"01/12/2018","0.002327","0.002185","0.002874","0.002016","23.92B","6.53%"
"01/11/2018","0.002185","0.003804","0.003832","0.002011","37.01B","-42.57%"
"01/10/2018","0.003804","0.005933","0.006070","0.003609","29.64B","-35.88%"
"01/09/2018","0.005933","0.004823","0.007039","0.004326","69.53B","23.00%"
"01/08/2018","0.004823","0.002979","0.005064","0.002099","17.22B","61.90%"
"01/07/2018","0.002979","0.002543","0.004430","0.002254","7.97B","17.14%"
"01/06/2018","0.002543","0.003431","0.003820","0.002279","5.43B","-25.89%"
"01/05/2018","0.003432","0.005232","0.005545","0.002447","6.66B","-34.40%"
"01/04/2018","0.005232","0.002800","0.006070","0.002632","13.74B","86.86%"
"01/03/2018","0.002800","0.006070","0.006270","0.002722","10.64B","-53.88%"
"01/02/2018","0.006070","0.006006","0.008430","0.003048","17.84B","1.06%"
"01/01/2018","0.006006","0.008927","0.019000","0.005416","16.00B","-32.72%"
"01/12/2017","0.008927","0.002053","0.011020","0.001971","37.35B","334.83%"
"01/11/2017","0.002053","0.001147","0.002700","0.001023","51.09B","78.99%"
"01/10/2017","0.001147","0.001168","0.001182","0.000900","62.84B","-1.80%"
"01/09/2017","0.001168","0.002100","0.002853","0.000669","37.50B","-44.38%"
"01/08/2017","0.002100","0.001674","0.002333","0.001405","10.23B","25.45%"
"01/07/2017","0.001674","0.002555","0.002764","0.001251","222.57M","-34.48%"